"Object","Close_Approach_CA_Date","CA_Distance_Nominal_km","CA_Distance_Minimum_km","V_relative_km/s","V_infinity_km/s","H_mag","Diameter","Rarity"
"(2023 HT2)","2023-Apr-18 18:53 ± < 00:01","946865","943991","17.64","17.61","25.3","23 m -   51 m","1"
"(2023 GO2)","2023-Apr-19 01:00 ± < 00:01","921337","919197","9.35","9.30","26.5","13 m -   30 m","0"
"(2023 HD6)","2023-Apr-19 08:23 ±    00:01","1126019","1119139","9.56","9.52","27.4","8.9 m -   20 m","0"
"(2023 GV1)","2023-Apr-19 13:31 ± < 00:01","6697368","6689675","3.59","3.57","26.0","17 m -   38 m","0"
"(2023 HF)","2023-Apr-19 14:03 ± < 00:01","1099196","1097863","14.47","14.44","27.4","8.7 m -   20 m","0"
"(2023 HQ5)","2023-Apr-19 15:57 ± < 00:01","6872177","6719950","18.19","18.19","24.6","31 m -   70 m","0"
"(2023 HF3)","2023-Apr-19 19:26 ± < 00:01","491442","490600","11.11","11.04","29.1","4.0 m -  9.0 m","0"
"(2023 HR1)","2023-Apr-19 19:51 ± < 00:01","2506896","2501068","16.02","16.01","26.2","15 m -   34 m","0"
"(2023 HK)","2023-Apr-20 05:07 ± < 00:01","341101","340951","15.93","15.85","27.2","9.7 m -   22 m","1"
"(2023 HM3)","2023-Apr-20 07:17 ± < 00:01","6499696","6461858","23.12","23.12","25.1","26 m -   58 m","0"
"(2023 HU5)","2023-Apr-20 12:25 ±    00:01","930817","925524","7.35","7.30","27.5","8.3 m -   18 m","0"
"(2023 HU3)","2023-Apr-20 16:21 ± < 00:01","2204276","2194660","19.86","19.85","25.1","25 m -   57 m","0"
"(2023 HJ)","2023-Apr-20 16:33 ± < 00:01","1886031","1879757","9.18","9.16","27.6","7.9 m -   18 m","0"
"(2023 HL5)","2023-Apr-21 01:39 ± < 00:01","766370","764154","8.22","8.16","27.5","8.4 m -   19 m","0"
"(2023 HX1)","2023-Apr-21 04:52 ± < 00:01","3035956","3023346","10.59","10.58","27.5","8.4 m -   19 m","0"
"(2023 HD4)","2023-Apr-21 04:56 ± < 00:01","2019930","2014900","14.04","14.03","26.1","16 m -   36 m","0"
"(2023 HL6)","2023-Apr-21 15:29 ± < 00:01","5418814","5399724","4.03","4.02","26.8","12 m -   26 m","0"
"(2023 HC7)","2023-Apr-21 17:21 ± < 00:01","6990014","6962198","6.29","6.28","25.6","20 m -   46 m","0"
"(2023 HS1)","2023-Apr-21 18:08 ± < 00:01","2767994","2763758","3.39","3.35","28.0","6.6 m -   15 m","0"
"(2023 HM4)","2023-Apr-21 19:05 ± < 00:01","3895352","3894747","1.04","0.93","27.5","8.4 m -   19 m","0"
"(2023 HT3)","2023-Apr-22 01:26 ± < 00:01","6858402","6830404","13.87","13.87","24.1","40 m -   90 m","0"
"(2023 HE4)","2023-Apr-22 17:19 ± < 00:01","1046617","1040680","11.84","11.81","26.9","11 m -   24 m","0"
"(2023 HQ)","2023-Apr-22 18:45 ±    00:04","5923256","5888372","7.29","7.29","26.5","14 m -   30 m","0"
"(2023 HW4)","2023-Apr-22 19:51 ±    00:01","3855727","3836568","4.57","4.55","26.9","11 m -   24 m","0"
"(2023 HJ4)","2023-Apr-22 23:16 ± < 00:01","1431156","1428788","11.45","11.43","27.0","11 m -   24 m","0"
"(2023 HV1)","2023-Apr-23 01:15 ± < 00:01","6664212","6639818","6.74","6.73","25.9","17 m -   38 m","0"
"(2023 HW3)","2023-Apr-23 07:33 ± < 00:01","209009","208748","15.06","14.94","28.9","4.4 m -  9.8 m","0"
"(2023 HE3)","2023-Apr-23 08:28 ± < 00:01","909921","905373","18.54","18.52","26.9","11 m -   25 m","0"
"(2021 HU)","2023-Apr-23 10:17 ± < 00:01","6959491","6959463","12.47","12.47","25.3","23 m -   52 m","0"
"(2023 HV3)","2023-Apr-23 12:55 ±    00:03","6710707","6659872","4.44","4.42","24.4","35 m -   78 m","0"
"(2023 HX)","2023-Apr-23 17:46 ± < 00:01","6735511","6692845","11.75","11.75","24.8","29 m -   65 m","0"
"(2023 HH6)","2023-Apr-23 21:06 ± < 00:01","1272939","1267088","20.94","20.92","26.2","16 m -   35 m","0"
"(2023 HV2)","2023-Apr-23 22:55 ± < 00:01","2392818","2384978","25.25","25.24","24.8","29 m -   64 m","0"
"(2023 HB4)","2023-Apr-24 01:49 ± < 00:01","969221","968325","9.59","9.54","26.9","11 m -   25 m","0"
"(2023 GU2)","2023-Apr-24 10:58 ±    00:03","7454318","7370428","7.74","7.73","25.3","24 m -   53 m","0"
"(2023 HJ2)","2023-Apr-24 11:59 ± < 00:01","855412","854317","11.84","11.80","27.4","8.8 m -   20 m","0"
"(2023 HZ5)","2023-Apr-24 19:17 ± < 00:01","698859","695764","6.57","6.48","27.9","7.2 m -   16 m","0"
"(2023 HL2)","2023-Apr-25 04:09 ±    00:01","6875931","6827755","9.30","9.30","25.5","21 m -   46 m","0"
"(2023 HQ7)","2023-Apr-25 04:12 ± < 00:01","5437308","5420185","8.13","8.12","24.7","30 m -   67 m","0"
"(2023 HW2)","2023-Apr-25 06:11 ± < 00:01","2298135","2276065","11.65","11.63","25.5","21 m -   47 m","0"
"(2023 GO1)","2023-Apr-25 13:21 ± < 00:01","4179613","4162013","11.93","11.92","26.5","13 m -   30 m","0"
"(2023 HV6)","2023-Apr-25 14:31 ± < 00:01","1786108","1778880","10.05","10.03","24.9","28 m -   62 m","0"
"(2023 HF4)","2023-Apr-25 16:42 ± < 00:01","504112","503058","9.74","9.65","28.6","5.1 m -   11 m","0"
"(2023 HH3)","2023-Apr-25 17:27 ± < 00:01","402349","401856","13.35","13.28","27.1","9.9 m -   22 m","0"
"(2006 HV5)","2023-Apr-26 03:43 ± < 00:01","2419862","2419862","17.42","17.41","19.4","0.307±0.076 km","2"
"(2023 HO5)","2023-Apr-26 04:30 ± < 00:01","3200591","3194739","9.19","9.18","26.2","15 m -   34 m","0"
"(2023 GG1)","2023-Apr-26 16:04 ± < 00:01","4810110","4798050","10.00","9.99","24.9","28 m -   62 m","0"
"(2023 HP4)","2023-Apr-26 21:04 ± < 00:01","5724735","5709918","7.12","7.11","25.7","19 m -   42 m","0"
"(2023 HL3)","2023-Apr-26 21:18 ± < 00:01","1831859","1821856","14.10","14.08","26.7","12 m -   28 m","0"
"(2023 HU4)","2023-Apr-27 10:38 ± < 00:01","527811","527607","7.81","7.71","26.8","12 m -   26 m","0"
"(2023 HK7)","2023-Apr-27 10:42 ± < 00:01","5950717","5912365","14.86","14.85","24.7","31 m -   69 m","0"
"(2023 HP7)","2023-Apr-27 11:54 ± < 00:01","2659683","2648674","9.65","9.63","25.6","21 m -   46 m","0"
"(2023 HK3)","2023-Apr-27 16:46 ± < 00:01","1630753","1625501","6.36","6.32","28.0","6.8 m -   15 m","0"
"(2023 HG7)","2023-Apr-27 22:52 ± < 00:01","698397","697147","12.18","12.13","27.0","11 m -   24 m","0"
"(2023 HX6)","2023-Apr-28 00:10 ± < 00:01","449437","448587","14.00","13.94","26.0","17 m -   37 m","1"
"(2023 HW1)","2023-Apr-28 02:45 ± < 00:01","4277530","4265310","10.25","10.24","24.8","29 m -   64 m","0"
"(2023 HK5)","2023-Apr-28 08:55 ± < 00:01","5558748","5556279","8.22","8.21","25.7","19 m -   44 m","0"
"(2023 HM7)","2023-Apr-28 09:28 ± < 00:01","1135373","1131787","17.40","17.38","26.6","13 m -   29 m","0"
"(2021 JF2)","2023-Apr-28 11:16 ± 9_09:55","6346397","3263488","7.96","7.95","26.3","14 m -   32 m","0"
"(2023 HP5)","2023-Apr-28 20:18 ± < 00:01","2236141","2232598","5.28","5.24","27.6","8.2 m -   18 m","0"
"(2023 HH2)","2023-Apr-28 23:21 ± < 00:01","6549280","6526425","7.57","7.56","24.9","28 m -   62 m","0"
"(2023 HZ3)","2023-Apr-28 23:44 ± < 00:01","475150","474779","8.79","8.69","27.5","8.3 m -   19 m","0"
"(2023 HW5)","2023-Apr-29 11:21 ±    00:03","6080864","6052871","8.76","8.76","25.6","20 m -   45 m","0"
"(2023 HC4)","2023-Apr-29 12:26 ± < 00:01","4169715","4152847","5.91","5.90","26.3","15 m -   33 m","0"
"(2023 JU4)","2023-Apr-29 15:18 ±    04:30","1730427","1686137","13.23","13.21","26.1","16 m -   36 m","0"
"(2023 GF2)","2023-Apr-30 08:23 ±    00:02","4401660","4356325","4.79","4.77","25.5","21 m -   47 m","0"
"(2023 HD7)","2023-Apr-30 19:22 ± < 00:01","231787","231543","11.43","11.27","28.6","5.1 m -   12 m","0"
"(2018 VS6)","2023-May-01 13:29 ±    17:34","1987973","1666056","11.60","11.58","27.0","11 m -   24 m","0"
"(2023 HV)","2023-May-01 20:05 ± < 00:01","1376263","1375023","4.34","4.28","26.9","11 m -   24 m","0"
"(2023 HY3)","2023-May-01 22:39 ± < 00:01","6389799","6361770","6.55","6.54","25.2","24 m -   54 m","0"
"(2023 JA1)","2023-May-03 01:15 ± < 00:01","3766841","3753308","5.01","4.99","26.5","13 m -   30 m","0"
"(2023 HV5)","2023-May-03 03:16 ± < 00:01","434889","434324","8.93","8.82","27.1","9.9 m -   22 m","0"
"(2023 JM2)","2023-May-03 05:23 ± < 00:01","5995856","5977807","6.33","6.32","25.9","17 m -   38 m","0"
"(2023 HF7)","2023-May-04 00:02 ± < 00:01","638670","637330","13.10","13.05","26.8","12 m -   27 m","0"
"(2023 HH7)","2023-May-04 05:47 ± < 00:01","838920","835270","24.55","24.53","25.5","21 m -   47 m","1"
"(2023 JW4)","2023-May-04 08:00 ±    00:04","2701523","2687102","13.31","13.30","26.3","14 m -   32 m","0"
"(2023 HZ4)","2023-May-04 10:19 ± < 00:01","3079124","3049604","22.75","22.75","23.9","43 m -   97 m","1"
"(2023 JK4)","2023-May-04 11:41 ±    00:02","4533032","4503011","15.80","15.79","25.0","26 m -   59 m","0"
"(2006 HX57)","2023-May-05 15:24 ± < 00:01","2598308","2598288","11.02","11.00","25.4","23 m -   50 m","0"
"(2023 JJ)","2023-May-05 23:01 ± < 00:01","1772989","1770569","4.45","4.40","26.8","12 m -   26 m","0"
"(2023 MC1)","2023-May-06 03:47 ±    00:09","6372992","6348268","2.88","2.86","25.4","22 m -   50 m","0"
"(2023 HT6)","2023-May-07 00:39 ± < 00:01","1224666","1215239","9.16","9.13","26.1","16 m -   35 m","0"
"(2023 KL2)","2023-May-07 05:59 ±    00:26","5758195","5644500","8.25","8.24","25.7","19 m -   43 m","0"
"(2023 JB4)","2023-May-07 07:16 ± < 00:01","7225916","7195660","7.00","6.99","25.9","17 m -   39 m","0"
"(2023 JT)","2023-May-07 17:25 ± < 00:01","3136790","3131930","8.35","8.33","25.7","20 m -   44 m","0"
"(2023 HP1)","2023-May-07 22:39 ± < 00:01","6127535","6107369","11.63","11.62","22.9","70 m -  160 m","0"
"(2023 JJ1)","2023-May-08 07:06 ± < 00:01","3004892","2996932","12.08","12.07","26.0","17 m -   38 m","0"
"(2023 JN)","2023-May-08 07:47 ± < 00:01","2568441","2563062","10.78","10.77","26.2","15 m -   35 m","0"
"(2023 JC1)","2023-May-08 09:26 ±    00:02","1801499","1786360","16.28","16.27","27.4","8.8 m -   20 m","0"
"(2023 JE)","2023-May-08 17:17 ± < 00:01","6764787","6753573","8.63","8.62","24.2","39 m -   88 m","0"
"(2023 JO)","2023-May-08 20:14 ± < 00:01","92277","92028","18.83","18.59","29.1","3.9 m -  8.8 m","0"
"(2023 JY)","2023-May-09 03:57 ± < 00:01","387180","386045","15.50","15.43","28.3","5.8 m -   13 m","0"
"(2023 JJ4)","2023-May-09 06:19 ±    00:05","2581219","2564849","18.02","18.01","26.0","17 m -   37 m","0"
"(2023 HG1)","2023-May-09 07:24 ±    00:01","4162217","4158092","2.36","2.32","26.3","14 m -   32 m","0"
"(2023 JH)","2023-May-09 10:40 ± < 00:01","1130939","1129780","6.33","6.28","28.2","6.0 m -   14 m","0"
"(2023 JU)","2023-May-09 17:08 ± < 00:01","3840408","3832884","6.77","6.75","27.1","10 m -   23 m","0"
"(2023 JF)","2023-May-09 23:41 ± < 00:01","320322","320145","7.07","6.90","27.6","8.2 m -   18 m","0"
"(2023 JD)","2023-May-10 02:56 ± < 00:01","1320958","1318373","9.68","9.65","26.6","12 m -   28 m","0"
"(2023 JM)","2023-May-10 10:41 ± < 00:01","621525","620169","13.55","13.50","27.4","8.9 m -   20 m","0"
"(2023 JQ)","2023-May-10 17:05 ± < 00:01","530500","529908","8.71","8.63","28.0","6.8 m -   15 m","0"
"(2023 JL)","2023-May-11 11:44 ± < 00:01","626219","625584","12.29","12.24","27.8","7.5 m -   17 m","0"
"(2023 JW1)","2023-May-11 19:51 ± < 00:01","4012312","3976103","22.35","22.34","25.3","23 m -   52 m","0"
"(2023 JA3)","2023-May-12 02:51 ±    00:05","132389","131871","8.00","7.62","29.7","3.1 m -  6.9 m","0"
"(2023 KE)","2023-May-12 09:13 ± < 00:01","2158328","2150123","9.89","9.87","27.1","10 m -   23 m","0"
"(2023 HT4)","2023-May-12 11:20 ± < 00:01","6071024","6067921","8.93","8.93","23.3","59 m -  130 m","0"
"(2023 JG2)","2023-May-12 23:34 ± < 00:01","476912","476556","12.48","12.42","27.6","8.0 m -   18 m","0"
"(2023 JD1)","2023-May-13 02:14 ± < 00:01","2971094","2966380","6.67","6.65","26.2","15 m -   33 m","0"
"(2023 KG1)","2023-May-13 12:59 ± < 00:01","6803265","6754265","10.77","10.77","24.9","28 m -   62 m","0"
"(2023 JG)","2023-May-13 18:09 ± < 00:01","7106741","7055886","15.28","15.27","24.2","38 m -   86 m","0"
"(2023 JN2)","2023-May-13 21:56 ± < 00:01","543700","541883","20.23","20.19","27.1","10 m -   23 m","0"
"(2023 JR1)","2023-May-14 01:27 ± < 00:01","389181","388951","20.24","20.19","27.2","9.5 m -   21 m","0"
"(2023 MQ2)","2023-May-14 04:23 ±    00:40","7180122","7153642","4.39","4.37","25.3","23 m -   52 m","0"
"(2023 KW1)","2023-May-14 14:18 ±    00:03","4321432","4239859","12.82","12.82","25.6","20 m -   45 m","0"
"(2023 JP)","2023-May-14 16:45 ± < 00:01","3221102","3206295","7.75","7.74","25.6","20 m -   44 m","0"
"(2023 JL1)","2023-May-15 02:13 ± < 00:01","2486612","2479393","7.31","7.29","27.3","9.3 m -   21 m","0"
"(2023 KX2)","2023-May-15 08:51 ±    00:23","6659868","6584654","5.97","5.96","26.4","14 m -   31 m","0"
"(2023 JO1)","2023-May-16 10:50 ± < 00:01","2990430","2978055","8.27","8.26","26.9","11 m -   25 m","0"
"(2023 JD2)","2023-May-16 19:52 ± < 00:01","5633913","5622586","13.04","13.03","23.7","48 m -  110 m","0"
"(2023 JS1)","2023-May-17 09:35 ± < 00:01","2166959","2157784","7.97","7.94","27.3","9.3 m -   21 m","0"
"(2023 JC3)","2023-May-17 15:36 ± < 00:01","4893500","4830758","13.36","13.35","26.2","15 m -   34 m","0"
"(2023 JT2)","2023-May-17 16:32 ± < 00:01","2651429","2634740","4.51","4.48","27.8","7.2 m -   16 m","0"
"(2023 KO)","2023-May-17 16:52 ± < 00:01","2067851","2060057","9.83","9.81","27.0","11 m -   24 m","0"
"(2023 KT)","2023-May-17 19:35 ± < 00:01","166824","166557","8.76","8.48","28.3","5.8 m -   13 m","0"
"(2023 KJ2)","2023-May-17 21:26 ±    00:02","1971082","1963398","11.77","11.75","25.6","20 m -   45 m","0"
"(2023 JT4)","2023-May-18 01:49 ± < 00:01","1938562","1934045","3.19","3.13","28.5","5.4 m -   12 m","0"
"(2023 JW3)","2023-May-18 06:08 ± < 00:01","3227306","3182805","8.11","8.09","25.6","20 m -   44 m","0"
"(2023 KH1)","2023-May-18 06:12 ±    00:01","555439","554024","6.62","6.51","27.8","7.3 m -   16 m","0"
"(2023 KD3)","2023-May-18 15:31 ±    00:03","728968","724487","6.78","6.70","28.6","5.2 m -   12 m","0"
"(2023 JS4)","2023-May-18 17:32 ±    00:02","6217522","5952863","13.80","13.80","24.8","29 m -   64 m","0"
"(2023 KV)","2023-May-19 14:22 ± < 00:01","2557586","2552108","13.30","13.28","26.1","16 m -   35 m","0"
"(2023 KT2)","2023-May-19 16:03 ± < 00:01","875517","874964","3.32","3.18","28.1","6.4 m -   14 m","0"
"(2023 KD2)","2023-May-20 05:06 ± < 00:01","5577747","5558370","9.62","9.62","24.9","28 m -   63 m","0"
"(2023 KN2)","2023-May-20 06:09 ±    00:01","1417925","1410196","15.70","15.69","26.7","12 m -   28 m","0"
"(2023 KJ4)","2023-May-20 12:03 ±    00:04","2176194","2159279","9.33","9.31","26.9","11 m -   24 m","0"
"(2023 JL2)","2023-May-20 13:56 ± < 00:01","5971403","5944393","9.35","9.35","24.7","31 m -   69 m","0"
"(2023 HG11)","2023-May-20 15:02 ±    00:03","4533588","4529816","0.44","0.13","28.4","5.7 m -   13 m","0"
"(2023 KS1)","2023-May-20 17:13 ± < 00:01","3008629","2999982","10.56","10.55","25.0","26 m -   58 m","0"
"(2023 JK)","2023-May-21 09:41 ± < 00:01","1661244","1660641","9.28","9.26","24.8","29 m -   65 m","1"
"(2023 JD4)","2023-May-21 10:03 ± < 00:01","3103641","3087591","10.32","10.30","24.9","28 m -   63 m","0"
"(2023 KD4)","2023-May-22 02:12 ±    00:07","6573630","6517813","8.83","8.82","26.1","16 m -   36 m","0"
"(2021 JK7)","2023-May-22 02:29 ± 6_11:17","6384321","6375859","22.87","22.87","24.4","36 m -   80 m","0"
"(2023 KQ)","2023-May-22 02:32 ± < 00:01","5165377","5152514","6.41","6.40","24.9","28 m -   63 m","0"
"(2023 KC1)","2023-May-22 05:47 ± < 00:01","858555","857052","12.84","12.81","26.6","13 m -   28 m","0"
"(2023 JK3)","2023-May-22 06:31 ± < 00:01","622467","622370","4.89","4.75","25.3","23 m -   51 m","1"
"(2023 KS)","2023-May-22 10:01 ± < 00:01","234653","234336","18.21","18.12","27.6","8.2 m -   18 m","1"
"(2023 GY2)","2023-May-22 10:04 ± < 00:01","6943205","6940325","11.34","11.33","22.9","72 m -  160 m","0"
"(2023 KN)","2023-May-22 13:07 ± < 00:01","913853","912672","22.08","22.06","27.0","11 m -   24 m","0"
"(2023 JZ1)","2023-May-22 15:34 ± < 00:01","4091814","4070509","12.99","12.99","24.9","28 m -   64 m","0"
"(2023 KQ2)","2023-May-22 15:50 ± < 00:01","497509","496373","13.98","13.93","27.9","6.9 m -   16 m","0"
"(2023 KA4)","2023-May-22 16:05 ± < 00:01","3337146","3322379","10.39","10.37","24.8","30 m -   66 m","0"
"(2023 KJ1)","2023-May-23 00:08 ± < 00:01","566864","566127","11.63","11.57","27.5","8.2 m -   18 m","0"
"(2023 KV1)","2023-May-23 02:11 ±    00:01","5133827","5116065","7.58","7.57","25.7","20 m -   44 m","0"
"(2019 UJ3)","2023-May-23 03:24 ±    17:44","5927305","3776956","9.79","9.79","26.1","16 m -   36 m","0"
"(2023 KG3)","2023-May-23 05:44 ± < 00:01","1289170","1287275","3.92","3.84","27.7","7.8 m -   17 m","0"
"(2023 KX1)","2023-May-23 13:58 ± < 00:01","480428","480190","5.07","4.90","28.9","4.5 m -   10 m","0"
"(2023 JK1)","2023-May-23 14:38 ± < 00:01","6544546","6498330","8.69","8.68","24.9","28 m -   62 m","0"
"(2023 KZ1)","2023-May-23 15:29 ± < 00:01","394979","394704","13.69","13.62","26.3","15 m -   33 m","1"
"(2023 KE2)","2023-May-23 16:35 ± < 00:01","6303448","6271163","14.55","14.54","25.3","23 m -   51 m","0"
"(2023 KH4)","2023-May-23 17:47 ± < 00:01","861088","857601","8.33","8.27","27.0","11 m -   24 m","0"
"(2023 KF1)","2023-May-24 03:45 ± < 00:01","1681225","1678295","12.05","12.03","25.9","17 m -   38 m","0"
"(2023 KG4)","2023-May-24 07:27 ± < 00:01","855377","851399","12.72","12.68","26.3","14 m -   32 m","0"
"(2023 JC4)","2023-May-24 08:18 ± < 00:01","6781697","6770639","4.15","4.13","25.4","22 m -   49 m","0"
"(2023 CL3)","2023-May-24 09:53 ± < 00:01","7232223","7232029","7.33","7.32","22.4","87 m -  200 m","0"
"(2023 KF4)","2023-May-24 16:23 ± < 00:01","1323141","1320689","4.66","4.60","28.7","4.9 m -   11 m","0"
"(2023 KF5)","2023-May-24 20:54 ± < 00:01","1239030","1229497","13.39","13.37","26.4","14 m -   31 m","0"
"(2023 LJ)","2023-May-24 23:59 ± < 00:01","4213066","4118074","19.61","19.61","24.5","34 m -   76 m","0"
"(2023 JP2)","2023-May-25 01:29 ± < 00:01","4409251","4393311","20.46","20.46","23.0","66 m -  150 m","1"
"(2023 KA2)","2023-May-25 12:46 ± < 00:01","407192","406744","15.99","15.93","27.5","8.3 m -   19 m","0"
"(2023 JR4)","2023-May-25 13:09 ± < 00:01","1553525","1544206","9.36","9.33","26.8","12 m -   26 m","0"
"(2023 KL6)","2023-May-25 14:14 ± < 00:01","2773107","2768825","8.95","8.94","26.2","15 m -   34 m","0"
"(2023 KQ1)","2023-May-25 15:58 ± < 00:01","5454023","5401913","18.06","18.06","25.2","25 m -   55 m","0"
"(2023 KT3)","2023-May-25 16:00 ± < 00:01","1109954","1108774","12.52","12.49","23.6","50 m -  110 m","2"
"(2023 KY3)","2023-May-25 22:28 ± < 00:01","2639876","2636240","8.12","8.10","26.1","16 m -   36 m","0"
"(2023 KZ)","2023-May-26 01:10 ± < 00:01","3421307","3410700","4.39","4.36","27.2","9.5 m -   21 m","0"
"(2023 KB2)","2023-May-26 01:22 ± < 00:01","4563115","4546937","7.32","7.31","26.0","16 m -   37 m","0"
"(2023 KX)","2023-May-26 04:00 ± < 00:01","6124068","6089655","15.93","15.93","25.3","23 m -   51 m","0"
"(2023 KC3)","2023-May-26 09:04 ±    00:02","4438008","4414390","10.54","10.53","26.4","14 m -   31 m","0"
"(2023 KF)","2023-May-26 09:46 ± < 00:01","6858261","6843219","8.01","8.01","24.5","33 m -   75 m","0"
"(2023 NM)","2023-May-27 09:40 ±    23:00","389682","379649","1.21","-NaN","29.6","3.2 m -  7.1 m","0"
"(2023 KK4)","2023-May-27 10:22 ± < 00:01","345234","343815","17.93","17.87","27.5","8.4 m -   19 m","0"
"(2023 KU4)","2023-May-27 11:38 ± < 00:01","290726","290099","7.19","7.00","28.1","6.3 m -   14 m","0"
"(2023 KH5)","2023-May-27 20:06 ± < 00:01","4448525","4437501","18.52","18.51","23.3","58 m -  130 m","0"
"(2023 KL1)","2023-May-27 20:23 ± < 00:01","3480221","3464864","6.25","6.23","26.4","14 m -   31 m","0"
"(2023 KW3)","2023-May-28 03:00 ± < 00:01","1353599","1350711","7.01","6.97","27.9","7.0 m -   16 m","0"
"(2023 KX3)","2023-May-28 03:33 ± < 00:01","979890","979604","3.12","2.99","25.8","19 m -   42 m","0"
"(2023 KQ4)","2023-May-28 06:27 ± < 00:01","2346895","2338917","9.71","9.69","26.4","14 m -   32 m","0"
"(2023 KU2)","2023-May-28 15:42 ± < 00:01","1085086","1082062","14.66","14.63","27.2","9.5 m -   21 m","0"
"(2023 KV2)","2023-May-28 16:59 ± < 00:01","2549973","2538041","9.29","9.27","25.9","17 m -   39 m","0"
"(2023 JZ3)","2023-May-28 19:14 ± < 00:01","5437543","5423754","4.10","4.08","25.8","18 m -   41 m","0"
"(2023 KV3)","2023-May-29 08:43 ± < 00:01","476299","475750","11.13","11.05","28.2","6.1 m -   14 m","0"
"(2021 KO2)","2023-May-29 12:56 ±    02:01","6041153","5496495","13.95","13.94","28.0","6.6 m -   15 m","0"
"(2023 JZ4)","2023-May-29 16:17 ± < 00:01","2300614","2297642","16.08","16.06","25.1","25 m -   57 m","0"
"(2023 KT4)","2023-May-30 11:32 ± < 00:01","3108224","3099269","8.11","8.09","26.6","13 m -   28 m","0"
"(2023 KT1)","2023-May-30 16:34 ± < 00:01","3814514","3795874","7.78","7.77","26.0","17 m -   38 m","0"
"(2012 KP24)","2023-May-31 16:26 ± 3_02:55","3940007","73383","12.35","12.35","26.4","14 m -   31 m","0"
"(2023 KE5)","2023-Jun-01 00:12 ± < 00:01","2257760","2255035","8.48","8.46","25.8","18 m -   41 m","0"
"(2023 JM1)","2023-Jun-01 01:25 ± < 00:01","3869301","3865401","5.15","5.13","26.0","17 m -   37 m","0"
"(2023 KZ2)","2023-Jun-02 04:46 ± < 00:01","4768119","4739065","9.27","9.26","26.2","15 m -   34 m","0"
"(2023 KS2)","2023-Jun-02 10:10 ± < 00:01","3949049","3942369","10.26","10.25","26.1","16 m -   37 m","0"
"(2023 LE)","2023-Jun-02 19:45 ± < 00:01","582369","581832","2.43","2.13","30.0","2.7 m -  6.1 m","0"
"(2023 JE5)","2023-Jun-04 06:17 ± < 00:01","6753630","6729737","7.98","7.97","25.0","26 m -   59 m","0"
"(2023 JR2)","2023-Jun-04 06:44 ± < 00:01","6517392","6513274","7.59","7.58","24.8","29 m -   65 m","0"
"(2023 LK)","2023-Jun-04 06:49 ± < 00:01","5758468","5735623","15.20","15.19","25.2","24 m -   54 m","0"
"(2023 HO18)","2023-Jun-04 17:43 ± < 00:01","466637","466570","4.66","4.47","25.5","21 m -   48 m","1"
"(2023 LB)","2023-Jun-05 06:52 ± < 00:01","2271165","2264615","19.92","19.91","24.4","35 m -   79 m","1"
"(2023 KW2)","2023-Jun-06 16:44 ± < 00:01","4533287","4532612","10.10","10.09","23.7","49 m -  110 m","0"
"(2023 LA1)","2023-Jun-06 17:00 ± < 00:01","697996","697437","3.96","3.81","28.8","4.5 m -   10 m","0"
"(2018 KR)","2023-Jun-06 21:36 ± < 00:01","2551529","2551493","4.81","4.78","26.4","14 m -   31 m","0"
"(2023 LC)","2023-Jun-07 01:42 ± < 00:01","271318","271245","4.41","4.07","28.6","5.1 m -   11 m","0"
"(2017 UJ2)","2023-Jun-07 08:36 ±    15:54","2021719","1349568","5.63","5.59","30.9","1.8 m -  3.9 m","0"
"(2023 LM)","2023-Jun-09 00:18 ± < 00:01","6275564","6261202","3.75","3.73","26.1","16 m -   35 m","0"
"(2023 LS)","2023-Jun-09 00:58 ± < 00:01","88971","88925","4.51","3.37","29.9","2.8 m -  6.2 m","0"
"(2023 LD)","2023-Jun-09 01:04 ± < 00:01","949899","949265","9.10","9.05","26.4","14 m -   31 m","0"
"(2023 JB3)","2023-Jun-09 20:39 ± < 00:01","5417901","5414178","6.95","6.94","24.2","39 m -   87 m","0"
"(2023 LL)","2023-Jun-10 05:36 ± < 00:01","2105217","2102280","13.64","13.62","25.0","27 m -   60 m","0"
"(2023 LL2)","2023-Jun-10 20:20 ± < 00:01","1464798","1453717","8.82","8.79","26.2","15 m -   34 m","0"
"(2023 LA)","2023-Jun-12 00:35 ± < 00:01","659669","659303","10.45","10.39","25.3","23 m -   52 m","1"
"488453 (1994 XD)","2023-Jun-12 00:53 ± < 00:01","3162846","3162833","21.47","21.47","19.3","370 m -  830 m","2"
"(2023 LQ)","2023-Jun-12 03:41 ± < 00:01","1563427","1561538","10.35","10.33","26.0","17 m -   38 m","0"
"(2023 MC)","2023-Jun-12 15:37 ± < 00:01","2486770","2480507","10.36","10.34","25.6","20 m -   45 m","0"
"(2023 LD2)","2023-Jun-12 23:18 ± < 00:01","491354","490705","7.55","7.44","26.0","17 m -   37 m","1"
"(2023 LP1)","2023-Jun-13 01:39 ±    00:03","255876","255382","13.40","13.28","29.6","3.1 m -  7.0 m","0"
"(2023 LJ1)","2023-Jun-13 05:15 ± < 00:01","3362127","3348686","12.21","12.20","25.7","19 m -   43 m","0"
"(2022 WN4)","2023-Jun-13 09:36 ± < 00:01","4132520","4132416","15.08","15.07","21.8","120 m -  260 m","1"
"(2023 MZ1)","2023-Jun-13 10:26 ±    00:03","3546729","3525185","10.72","10.71","24.9","28 m -   62 m","0"
